Time_s,TrueFriction,EstimatedFriction,RelativeErrorPercent
48.8,0.14,0.114984209205918,17.8684219957727
48.9,0.14,0.114984209205918,17.8684219957727
49,0.14,0.114984209205918,17.8684219957727
49.1,0.14,0.114984209205918,17.8684219957727
49.2,0.14,0.114984209205918,17.8684219957727
49.3,0.14,0.114984209205918,17.8684219957727
49.4,0.14,0.114984209205918,17.8684219957727
49.5,0.14,0.114984209205918,17.8684219957727
49.6,0.14,0.114984209205918,17.8684219957727
49.7,0.14,0.114984209205918,17.8684219957727
49.8,0.14,0.114984209205918,17.8684219957727
49.9,0.14,0.114984209205918,17.8684219957727
50,0.14,0.114984209205918,17.8684219957727
50.1,0.14,0.114984209205918,17.8684219957727
50.2,0.14,0.114984209205918,17.8684219957727
50.3,0.14,0.114984209205918,17.8684219957727
50.4,0.14,0.114984209205918,17.8684219957727
50.5,0.14,0.114984209205918,17.8684219957727
50.6,0.14,0.114984209205918,17.8684219957727
50.7,0.14,0.114984209205918,17.8684219957727
50.8,0.14,0.114984209205918,17.8684219957727
50.9,0.14,0.114984209205918,17.8684219957727
51,0.14,0.114984209205918,17.8684219957727
51.1,0.14,0.114984209205918,17.8684219957727
51.2,0.14,0.114984209205918,17.8684219957727
51.3,0.14,0.114984209205918,17.8684219957727
51.4,0.14,0.114984209205918,17.8684219957727
51.5,0.14,0.114984209205918,17.8684219957727
51.6,0.14,0.114984209205918,17.8684219957727
51.7,0.14,0.114984209205918,17.8684219957727
51.8,0.14,0.114984209205918,17.8684219957727
51.9,0.14,0.114984209205918,17.8684219957727
52,0.14,0.114984209205918,17.8684219957727
52.1,0.14,0.114984209205918,17.8684219957727
52.2,0.14,0.114984209205918,17.8684219957727
52.3,0.14,0.114984209205918,17.8684219957727
52.4,0.14,0.114984209205918,17.8684219957727
52.5,0.14,0.114984209205918,17.8684219957727
52.6,0.14,0.114984209205918,17.8684219957727
52.7,0.14,0.114984209205918,17.8684219957727
52.8,0.14,0.114984209205918,17.8684219957727
52.9,0.14,0.114984209205918,17.8684219957727
53,0.14,0.114984209205918,17.8684219957727
53.1,0.14,0.114984209205918,17.8684219957727
53.2,0.14,0.114984209205918,17.8684219957727
53.3,0.14,0.114984209205918,17.8684219957727
53.4,0.14,0.114984209205918,17.8684219957727
53.5,0.14,0.114984209205918,17.8684219957727
53.6,0.14,0.114984209205918,17.8684219957727
53.7,0.14,0.114984209205918,17.8684219957727
53.8,0.14,0.114984209205918,17.8684219957727
53.9,0.14,0.114984209205918,17.8684219957727
54,0.14,0.114984209205918,17.8684219957727
54.1,0.14,0.114984209205918,17.8684219957727
54.2,0.14,0.114984209205918,17.8684219957727
54.3,0.14,0.114984209205918,17.8684219957727
54.4,0.14,0.114984209205918,17.8684219957727
54.5,0.14,0.114984209205918,17.8684219957727
54.6,0.14,0.114984209205918,17.8684219957727
54.7,0.14,0.114984209205918,17.8684219957727
54.8,0.14,0.114984209205918,17.8684219957727
54.9,0.14,0.114984209205918,17.8684219957727
55,0.14,0.114984209205918,17.8684219957727
55.1,0.14,0.114984209205918,17.8684219957727
55.2,0.14,0.114984209205918,17.8684219957727
55.3,0.14,0.114984209205918,17.8684219957727
55.4,0.14,0.114984209205918,17.8684219957727
55.5,0.14,0.114984209205918,17.8684219957727
55.6,0.14,0.114984209205918,17.8684219957727
55.7,0.14,0.114984209205918,17.8684219957727
55.8,0.14,0.114984209205918,17.8684219957727
55.9,0.14,0.114984209205918,17.8684219957727
56,0.14,0.114984209205918,17.8684219957727
56.1,0.14,0.114984209205918,17.8684219957727
56.2,0.14,0.114984209205918,17.8684219957727
56.3,0.14,0.114984209205918,17.8684219957727
56.4,0.14,0.114984209205918,17.8684219957727
56.5,0.14,0.114984209205918,17.8684219957727
56.6,0.14,0.114984209205918,17.8684219957727
56.7,0.14,0.114984209205918,17.8684219957727
56.8,0.14,0.114984209205918,17.8684219957727
56.9,0.14,0.114984209205918,17.8684219957727
57,0.14,0.114984209205918,17.8684219957727
57.1,0.14,0.114984209205918,17.8684219957727
57.2,0.14,0.114984209205918,17.8684219957727
57.3,0.14,0.114984209205918,17.8684219957727
57.4,0.14,0.114984209205918,17.8684219957727
57.5,0.14,0.114984209205918,17.8684219957727
57.6,0.14,0.114984209205918,17.8684219957727
57.7,0.14,0.114984209205918,17.8684219957727
57.8,0.14,0.114984209205918,17.8684219957727
